Can mimic any sound with his/her voice,1
Has unbelievable luck,1
Can run incredibly fast,1
Has superhuman strength,1
Has phenomenal perception,1
Becomes more powerful when drunk,1
Can speak with gods,1
Can summon a powerful beast or spirit,1
Has immunity to a certain element,1
Can manipulate a specific element,1
Can control the weather,1
His/her sight blocks all magic,1
Can pass through walls,1
Can't be harmed by normal weapons,1
Has great regenerative powers,1
Can predict the future,1
Can stop time,1
Can travel in time,1
Can shapeshift into a powerful beast or demon,1
Can manipulate and control minds,1
