Tries to please everyone,1
Has low self-esteem,1
Gets anxious in big crowds,1
Can easily be manipulated,1
Can't hide his/her emotions,1
Can't express his/her emotions,1
Can't resist good food,1
Drinks too much,1
Sleeps heavily and too much,1
Is obsessed with money/fame,1
Is always late,1
Gets easily tired with any physical activity,1
Gets sick easily,1
Has nausea when using any means of transport,1
Has a weird phobia,1
Has a weird allergy,1
Has poor eyesight,1
Has poor hearing,1
Has trouble sleeping,1
Walks in his/her sleep,1
Talks too much,1
Talks too little,1
Avoids eye contact,1
Overthinks simple decisions,1
Second-guesses themselves,1
Takes things too personally,1
Holds grudges over small things,1
Gets defensive easily,1
Struggles to say no,1
Overcommits and underdelivers,1
Obsesses over small details,1
Needs constant reassurance,1
Is easily embarrassed,1
Laughs at inappropriate moments,1
Tends to ramble,1
Gets distracted mid-conversation,1
Misplaces things often,1
Forgets important details,1
