Sympathy: Show how that character has been unjustly punished by the world.,1
Skill: Describe what they're excellent at and why it's impressive.,1
Personality: Your character has a unique voice wit or special way of seeing the world.,1
Progression: The character is going to master and learn a skill or craft.,1
Worthy Cause: Character is striving for a hard-to-reach ideal.,1
Underdog: The character is at a clear disadvantage but keeps trying anyway.,1
Resilience: The character endures hardship without giving up.,1
Mystery: There is something unknown or hidden about the character.,1
Loyalty: The character stands by others even when it costs them.,1
Sacrifice: The character gives up something important for others.,1
Humor: The character brings levity in tense or serious situations.,1
Unpredictable: You never know what they're gonna do next.,1
Defiance: The character stands up against authority or injustice.,1
Vulnerability: The character allows others to see their weaknesses.,1
Redemption Arc: The character seeks to make up for past wrongs.,1
Curiosity: The character’s drive to understand things leads them into interesting situations.,1
